Fecha,Recurso,Tipo Generación,Combustible,Código Agente,Tipo Despacho,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version
2019-03-04 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1516.63,11353.32,23601.44,25959.29,29797.75,30715.62,35203.54,36840.83,28745.77,21285.47,8469.24,1616.45,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-05 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1917.45,10342.64,16724.53,23868.28,21832.04,28558.04,34793.05,35898.13,33392.34,23648.32,7736.32,1397.72,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-06 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1612.74,12934.21,26099.49,31705.14,36444.07,37872.09,41212.38,36398.83,33048.28,28219.36,14942.29,3537.71,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-07 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,1244.19,8310.75,20324.61,29808.52,35528.91,38803.04,37906.83,33827.49,33934.2,31184.95,21233.2,4709.69,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-08 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,2988.86,24859.65,36223.51,39722.46,41071.72,43174.39,43372.63,41849.64,34528.58,21576.78,7441.55,1495.08,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-09 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,2227.46,12559.43,26773.41,35709.29,39318.74,42086.68,43605.74,42484.37,38650.19,28357.62,13843.28,3055.35,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-10 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,999.22,10411.98,25735.81,19091.61,35287.75,42227.59,41728.0,38683.39,34531.54,18778.5,4354.81,777.09,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-11 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,2120.35,12732.2,32939.97,39058.19,39386.56,39107.38,40227.82,43441.11,38788.45,30659.54,18391.07,6090.65,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-12 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4504.43,28094.8,40825.04,44503.73,45810.05,44998.93,43304.17,40765.42,38944.38,35778.79,18583.75,4317.47,0.0,0.0,0.0,0.0,0.0,0.0,TX5
2019-03-13 00:00:00,EL PASO,SOLAR,RAD SOLAR,ENDG,DESPACHADO CENTRALMENTE,0.0,0.0,0.0,0.0,0.0,0.0,4316.38,26047.56,35760.53,38254.84,39927.91,40895.47,41165.31,40447.72,29852.48,31831.24,20151.62,3530.11,0.0,0.0,0.0,0.0,0.0,0.0,TX5
